row_index,cooks_distance,leverage,standardized_residual,communityname,state
1524,0.0037757847205027017,0.011161171775178804,2.16409085472695,Bridgetoncity,34
457,0.003769702267771319,0.016313442007505508,1.7839106981148958,Homesteadcity,12
203,0.003766386946607614,0.011207740627148109,2.1568501794563364,Artesiacity,6
620,0.0037432650232226295,0.03190808247831585,-1.2609482118398676,Carrolltoncity,13
154,0.00373906818326875,0.009523221691909892,2.333328641312121,LakeCitycity,12
1470,0.003726066276632027,0.01885477177258771,-1.647575456236682,SanJuancity,48
3,0.0037213686453862437,0.01763384959186822,-1.7036426093906185,Willingborotownship,34
1914,0.003661718518215516,0.01397710518980393,1.9016972513004153,Gulfportcity,12
952,0.003657226300277876,0.018737183447571602,1.637496768781443,Orangeburgcity,45
1775,0.0036307084974382636,0.007021477726332944,2.681114583273489,Leesburgcity,12
1020,0.00361795273369243,0.007233620858110925,-2.6365810220906716,NewIberiacity,22
1684,0.0035951469301288568,0.008491380439035242,2.4242725136842345,EastChicagocity,18
291,0.003560290498783303,0.019310158573872742,-1.5910347077855522,Williamsburgcity,51
539,0.003560214037972177,0.006568155659860329,2.7456766617322343,NewBerncity,37
1041,0.0035313841466343317,0.012896857868843264,1.9452517275728678,PompanoBeachcity,12
723,0.0035022453423760704,0.008941620236704608,2.3311961094245714,Lawndalecity,6
1544,0.0034837658791541442,0.01783921229466215,1.6386717137875477,Minneapoliscity,27
222,0.003477549835468186,0.020230516389929426,-1.5355330525830675,Lancastercity,42
861,0.00342963192086284,0.009874396182639814,-2.194207249995724,Douglascity,4
1831,0.0034157821375092046,0.006547261254613129,2.693722597923875,DeLandcity,12
618,0.0034076830165208137,0.006596643698433496,-2.6803710003433086,Gaffneycity,45
1353,0.0033357843682708796,0.02231606905751681,1.430386467518622,MiamiBeachcity,12
421,0.0033230807203768194,0.0036981583161335113,3.5402764831576894,Everettcity,25
1119,0.0032751794646273358,0.008740159821088837,2.2804241820623674,Bessemercity,1
26,0.003251766068465328,0.008506067089508126,2.30358527599721,Gardenacity,6
1065,0.003222997454225319,0.013605639900223187,-1.8086719491573473,Robstowncity,48
404,0.003221142280900731,0.00559981104073861,2.829846540854416,LosBanoscity,6
1379,0.003213275916589574,0.009981210957581338,-2.1123609408462904,McCombcity,28
